text,sentiment
"sudah lama dibaned , kalau pakai telkom dan telkomsel , sedy ya : ... melete sih sudah dari 2012 wow",negative
"jadi pki hadir bersama ormas islam radikal seperti fpi dan hti kan ?! sudah bakar saja ormas islam wahabbi bekingan saudi , musnahkan !",negative
"untuk pengecekan layanan mandiri verified by visa vbv tidak dapat melalui layanan mandiri call 14000 , namun hanya bisa melalui email dan kantor cabang bank mandiri .",neutral
"hanamasa mengusung konsep ala kamu bisa makan yang bisa didapatkan dengan harga di kisaran 150rb . terdapat pilihan grill berupa beef , chicken , seafood , dan juga ada pilihan suki juga . secara keseluruhan baik , tempat yang bagus untuk nongkrong lama bareng teman .",positive
"somasi yang dilayangkan rohayani , seorang pecandu rokok , kepada pt gudang garam , tbk dan pt djarum belakangan memunculkan isu lain .",neutral
rasa sudah berubah tidak seperti dulu . terkesan hambar . harus di tingkatkan cita rasanya . untuk menu minuman sangat minim hanya ada soft drink,negative
"berlokasi di salah satu tempat belanja dan rekreasi di cihampelas wali bandung , resto ini tidak mengecewakan . sajian nya cukup beragam . untuk rasanya , resto ini bisa menyajikan nya dengan cukup enak dan nikmat , sangat cocok untuk bersantap dengan pasangan atau keluarga .",positive
"sangat tidak direkomendasikan , rasa yang cukup enak namun dengan harga yang terlampau mahal . masih banyak tempat lain yang menyediakan makanan serupa dengan harga yang lebih murah",negative
"malam itu saya bersama pasangan saya memutuskan untuk mencari makanan pengganjal perut selepas pulang kerja . pilihan saya jatuh pada kafe ini , yang saya ku njungi adalah kafe madtari yang berada di jalan rangga gading , yang dekat dengan dago plaza . waktu itu saya memesan roti bakar susu keju dan mi rebus telor kornet . kesan pertama yang saya dapat adalah harga yang ditawarkan mahal .",negative
"info saja , kalau pesan go / grab car di stasiun bekasi pintu ir . h juanda , mending naik di ruko dekat klinik nayaka era husada 01 atau toko elektronik harco .",neutral
"halo minimal , wifi telkom speedy rumah saya kok mati ya , sudah 1 minggu tidak menyala . no telp 0361 9009796 . jalan padang tawang 1 nomor 6 canggu kuta utara badung bali , atas nama i nyoman sarwadi",neutral
tidak bosan minimal di marah marahin gara gara jaringan nya lemah otak parah,negative
"makan di sini suasa nya asyik , dibuat berasa di desa dengan bentuk kursi meja serta tempat lesehan nya . peralatan makan yang digunakan juga pakai peralatan zaman dahulu seperti piring , gelas , ketel nya . menu makanan nya bervariatif dan penuh traditional sundanese foods dan self service . nasi liwet , pilihan ikan asin yang bervariatif , sambal , lalapan , serta menu hidangan lain . tidak ketinggalan desert nya juga ada cendol , dawet dll.",positive
pa ini kondisi tegalega yang kumuh banyak sampah yang menumpuk tidak terurus dan bedeng-bedeng liar tolong perbaiki ini sudah terlalu lama,negative
bagi anda sebagai pemilik rekening perorangan bni segera aktifkan layanan sms notifikasi untuk mendapatkan informasi,neutral
"ayam suharti di bandung jalan cipaganti : memang ayam goreng nya gurih dan krispi , enak sekali . tapi jika bawa pulang . minyak nya banyak nya sekali .",neutral
"tempat ini merupakan salah satu contoh perpaduan apik antara utilitas , firmitas , dan venustas . fungsi nya sebagai restoran didukung oleh desain menawan hijau nya tumbuhan yang tersebar merata . salah satu contoh penerapan konsep ekonomi kreatif ini layak untuk dihargai dan memang begitulah cara mereka menghargai diri nya sendiri . restoran ini sangat cocok dijadikan tempat pertemuan bisnis karena suasana nya bisa membuat tenang sehingga dapat berpikir dengan jernih .",positive
"saya berekspektasi tinggi pada awal nya terhadap rasa ayam di sini . dilihat dari media sosial mereka terasa sangat menggiurkan . namun setelah dicoba ternyata rasa ayam nya biasa saja menurut saya , bumbu nya pun kurang meresap . menunggu nya pun cukup lama",negative
"menyantap ikan laut bakar di kota bandung membawa sensasi sendiri . kami sekeluaraga pesan baramundi , baronang dan cumi . di sini semuanya dibakar . rasanya luar biasa dan tidak menguras kantong",positive
sibangke riziek bacot nya dipikir islam milik dia sendiri pulang zink buktikan kalau kamu tidak suruh firza kirim foto bugil buat kamu net,negative
"sudah lama banget pengin ke sini sama pasangan atau teman-teman ramuan sebenarnya , belum lagi dengar-dengar cerita dari teman tempat ini nyaman dan enak dijadikan tempat buat nongkrong apalagi buat anak muda . pas dapat off kerja , langsung deh ke sini bareng pacar , kita pesan cappucino , lemon tea , sama 1 loyang meat lovers pizza . no one of them adalah rekomendasi , atau even delicious !",negative
cucok nih de-de double deh ; .. golkar demokrat pdip nasdem hanura pkb ppp berkumpul maling . gede vs sudrajatasyik . clappinghands clappinghands clappinghands,neutral
buat anda yang mencari resto dengan suasana yang romantis tidak salah lagi ke sini saja . dan kalau rendah anda pas-pasan pesan saja menu yang ringan-ringan . jangan terkecoh dengan picture di buku menu kalau tidak mau menyesal . menu suki nya lebih oke tapi kayak nya ngapain ya jauh-jauh bermacet ria ke sini cuma mencari itu . di kota lebih afdol kayak nya . pemandangan bandung malam nya memegang .,negative
transjakarta . kemarin saya top naik kartu transjakarta saya 50 ribu di halte permai koja . tapi saya baru tahu pagi ini saat saya pakai kartu itu ternyata hanya di top up 18500 sama petugas nya . tolong hati sama uang pelanggan . tidak seberapa sih tapi rasanya kurang bertanggung jawab .,negative
lokasi tes tidak jelas . ditelepon tidak diangkat . di email cuma auto reply . tidak rekomendasi . aku baru sadar something adalah wong pas mampir ke kantor nya dan mereka cerita bahwa pernah held tes di hotel dan ruang sebelah ada kondangan . they told that without remorse,negative
"saya datang dengan pasangan untuk liburan . tempat ini sangat asri , sejuk . pemandangan sangat menarik . makanan tidak terlalu mahal tetapi menggugah selera .",positive
calon pelamar cpns hanya dapat mendaftar di 1 instansi dan 1 formasi jabatan,neutral
"maksud lu hanya prabowo yang kuat ? oposisi gila kalian , demi kekuasaan tega mengintimidasi rakyat . daripada indonesia bubar kalian mati saja sana .",negative
: sekarang kamu bisa menonton apa saja di genflix selama 24 jam .,neutral
"cari di bukalapak saja . kalau kepepet , sementara bisa gunakan punya redmi 4a .",neutral
"kenapa sih kamera depan handphone asus jelek banget hasil nya , masih mending xiaomi kemana mana",negative
agama buddha mah agama yang sesat . banyak aliran nya . tidak ada yang benar .,negative
"restoran dengan pemandangan bukit-bukit kecil , lembah hijau , udara yang segar dan suara-suara burung . saat yang tepat menikmati pemandangan adalah di saat afternoon tea . suasana yang sangat tenang dengan perpaduan warna langit menuju sunset dan backsound smooth jazz . , hanya sayang sikap para pelayan tidak mendukung keindahan suasana dan pemandangan restoran . untuk manajemen sebaiknya bisa memberikan pelatihan agar mereka bisa bersikap lebih elegan .",positive
"bandung memang surga nya kuliner , jika anda bekeliling hampir disetiap sudut kota akan anda temui beragam kuliner mulai dari harga yang sangat murah sampai harga yang menguras kocek . the valley yang terletak di dago pakar bisa jadi referensi jika anda berkunjung ke kota kembang ini , pemandangan dan suasana restoran yang asik bisa membuat rileks untuk anda yang bosan dengan tempat makan yang biasa-biasa saja .",positive
makanya penyelenggara pemilu itu harus diawasi ketat . contoh pilkada dki soemarno ketua kpud dki itu pro anis - sandi . jangan sampai kejadian pilkada jakarta terulang dipilpres2019 .,neutral
"resto ini sangat ramai pengunjung , menu yang paling enak dan top batagor nya , ada mie kocok , es oyen dll. untuk tak awal di lantai bawah dan untuk makan di tempat tersedia ruangan yang luas di lantai 2 .",positive
"untuk akses ke sini memang cukup terbilang susah , disarankan naik motor sih hehe . makanan nya enak dan pemandangan nya enak banget terbayar deh kalau ke sini hehe . bagus untuk foto foto apalagi dengan pasangan , makan nya terbilang standar kafe pas di kantong hehe . kalau kalian tahu ke bukit keraton , pasti melewati kafe ini",positive
nih orang selain mulut nya perang sepertinya otak juga peyang . minta ditempeleng biar balik lagi . belaga bodo apa terlibat lu fuckri ?,negative
"banyak sekali komet yang bilang kalau cebong itu goblok , dongkok , setuju gua .",negative
"saya mau cek dana masuk via halo bca , namun tadi terputus panggilan nya .",neutral
"ayam goreng nya renyah dengan bumbu yang khas es krim sundae nya segar dan harga nya cukup murah dengan empat macam rasa yaitu chocolate , strawbery , blueberry , dan kiwi",positive
"poach salmon nya enak , pelayanan nya enak , scenery nya mantap . tank to amanda dan worth it banget deh . pasti kembali lagi",positive
kekacauan selama 16 tahun ada nya kpk ini seperti ada yang menjaga supaya tetap kacau . ketidaksinkronan antara lembaga dan antara aturan sebetulnya kasat mata . tapi sengaja dijaga . saling curiga antar lembaga terus saja terjadi mulai sampai,negative
yang suka kuliner yang suka makan besar boleh itu coba big black burger nya . murah banget dengan ukuran segede begitu . harga besar hitam burger nya mulai dari 150 . isi dan rasanya mantap . tempat nya juga oke :,positive
"pengalaman yang cukup seru , makan tanpa alas piring , tapi hanya dengan alas daun , makin nikmat . makanan sunda yang sangat bervariatif dan cukup enak . tips nya : jangan terbawa emosi dan kalap memesan dan memilih semua makanan yang disediakan biasanya kalap kalau sudah melihat makanan macam-macam begitu . pilih seperlunya .",positive
"hindari kepadatan , menhub imbau masyarakat tidak kembali ke jakarta bersamaan pada 1 januari",neutral
ustad-ustad itu pengikut dajjal ! jangan diikuti . nanti kamu ikut sesat .,negative
mengapa kalian tidak pernah mempertanyakan keislaman seorang prabowo subianto yang sudah jelas ibu nya beragama kristen protestan ?,negative
"saya dulu pernah buka tabungan airasia saver , karena setahun sudah tidak dipakai , maka hangus .",neutral
"menurut wiranto , penempatan iriawan sudah tepat meskipun jawa barat tidak termasuk wilayah rawan saat pilkada .",neutral
"berkunjung sehabis buka puasa , konsep nya seperti bioskop , tetapi makan yang ditawarkan masakan khas sunda , dengan rasa yang biasa saja , penuh dan bau rokok di dalam ruangan , panas , jadi tidak berselera untuk makan .",negative
"kericuhan yang terjadi pengujung debat kedua pilgub jabar pada 14 mei 2018 yang lalu , menimbulkan silang pendapat dari para kontestan debat .",neutral
anjing polisi nya diam saja ketika ada masalah gituan . tidak berguna .,negative
selalu mengambil keputusan sepihak dan tertutup untuk peraturan ke mitra nya . perusahaan macam apa,negative
rahmat mirzani djausal : pengusaha muda di lampung dituntut kreatif dan melek teknologi,neutral
"tidak bakal salah kalau pesan jus stroberi , nasi liwet sama sop buntut nya . : cek out their butik villa ! cocok buat yang mau relaxing seharian di pinggir kolam dengan buku atau ipad . surga !",positive
jual meat grinder manual penggiling daging sayuran buah pasta meat mincer - magic Jakarta tokopedia .,neutral
ini pak bela bu susi dan tekankan bahwa upaya-upaya kalangan elit dan oligarki yang ingin kembali ke rezim lama dengan kembali berikan izin kepada kapal-kapal asing untuk mencuri ikan di lautan indonesia serta tekanan dan lobi asing untuk pecat susi dari menteri harus dilawan,negative
puluhan model berjalan di panggung runway memakai womenswear collection spring summer 19 .,neutral
tempat ini terbaik banget buat kalian mau pacaran atau menyatakan cinta ala romantis di puncak gunung dengan hawa sejuk dengan disajikan wine dan makanan eropa yang khas .,positive
ada banyak kekurangan yang saya rasakan setelah membeli handphone merek vivo 1603 . kamera jelek . speaker tidak bersih . layar nya juga tidak nyaman dilihat mata .,negative
saya ingat banyak sekali dulu yang bertubi-bertubi serang demokrat di media sosial pas zaman say .,neutral
"saat itu saya beserta keluarga ingin makan bersama , dan saya menyarankan untuk mencoba makan di retaurant ini . setelah saya dan keluarga memesan dan mencoba semua pesanan kami , kesimpulan yang bisa saya ambil dari makan di restoran ini adalah perfect , awesome , absolutely bagus . semuanya enak banget , apalagi kepiting telur asin nya . nikmat hingga ke cangkang-cangkang kepiting nya . porsi nya banyaak , buat sekeluarga juga cukup .",positive
"rasanya lumayan . sambel nya juga enak . apalagi disajikan 3 macam model begitu . terus banyak pilihan sih sebenarnya mau makan apa di sini . mau gurame , mau kakap , bawal , kerang , cumi , udang . macem-macem deh . asal jangan pesan ikan kembung saja . tidak ada di sini .",positive
"kemarin nyobain aglio olio tuna , mushroom soup , potato cheese , steak icip dikit , dan semuanya itu enak sih . bahkan aglio olio setelah dalam sekejap banget , padahal porsi nya lumayan banyak saking lahap nya . tempat nya juga nyaman . staf nya ramah dan tanggap . suka it !",positive
"ikan bakar nya enak , apa lagi dari ikan yang masih segar , yang pasti bumbu nya meresap jadi benar-benar terasa sekali . ditambah sambal nya .",positive
"tempat nya selalu ramai pengunjung harga nya sangat terjangkau indomie , keju , roti bakar , semuanya disajikan dengan tumpukan keju yang berlimpah",positive
"dusun bambu dibuat dengan kereatiivitas yang unik , sebuah area wisata dengan konsep baru , tidak boleh membawa makanan - minuman dari luar akan didenda , tetapi menyediakan aneka rumah makan dengan sajian yang baik . tempat wisata nya cukup lengkap , ada kebun , paint ball , wisata air , resto yang menarik . sangat tepat untuk wisata bersama keluarga atau reuni .",positive
"pelayanan cepat , harga murah , nasi goreng yang jempolan , kebetulan di ruangan berac . lokasi balista yang strategis dan terletak di sebelah heritage factory outlet",positive
gubernur anies baswedan menyebut kebijakan nya mengalihfungsikan jalan jatibaru raya menjadi lahan jual - beli itu untuk mengakomodasi semua pihak di tanah abang . pengamat menganggap langkah ini tidak tepat .,neutral
domino s pizza sedang memberikan promo dan voucher pizza hemat 25 % atau voucher rp 30.000 melalui tokopedia 27 desember 2017 - 05 januari 2018,neutral
orang-orang demokrat lagi yang korupsi . partai nya tidak jelas semua orang-orang di dalam nya .,negative
"kami sekeluarga mampir di restoran sea makanan d cost , khusus masakan sea makanan . sayang kepiting habis . hanya kepiting kecil yang makan dengan kulit . kurang enaklah . jadi pesan juga udang goreng oke okelah",positive
dijual pc gaming desain grafis spesifikasi gahar bisa buat mining di lapak medy saputra msaputra88,neutral
"yue ke hotel yang di mongkok hongkong , tidak ada ! bulan juni lalu , saya booked dan sudah bayar untuk 2 kamar . tapi hotel tidak ditemukan",negative
"bakmi porsi besar , cukup enak tapi tidak luar biasa okelah letak di jalan besar strategis gampang ditemukan",positive
"setelah zikir dan tausiah , demokrat aceh lounching pendaftaran balon legislatif 2019 via",neutral
"saya senang makan di sini . hampir semua jenis makanan khas jawa barat dan bandung tersedia di sini . lokasi tidak jauh dari stasiun , memudahkan akses dari jakarta . lokasi parkir nya juga luas , memudahkan belanja makanan",positive
saya biasanya beli buku di periplus kalau tidak ya boks dan beyond .,neutral
"tutup keuangan 102,36 %, sandiaga uno : membanggakan bagi pemprov jakarta : pemprov jakarta",neutral
"mau parkir nya kecil seperti . yang penting steak nya enak . super juicy ! tidak murah sih tetapi tidak menyesal . seperti biasa , ada harga ada barang : kualitas nya mantap .",positive
laurier malam maksud nya pembalut wanita yang bisa glow in the dari begitu ya,neutral
"menu utama nya jelas pizza . kami coba pesan spicy papperoni pizza . dan ternyata . pizza nya crunchy , dan tipis . walaupun untuk pemesanan cukup lama . tetapi cukup puas untuk pizza nya .",positive
"tiap kali ke bandung tak lupa mampir ke tempat ini . steak nya enak , empuk , murah , dan rasanya original dengan lidah indonesia . cobalah tenderloin steak dan potato ala suis , dijamin ketagihan .",positive
"didit prabowo yang ciptakan lgbt homo laknatullah anak prabowo , prabowo nya pasti yang mengajarkan",negative
jangan ragu untuk mengatakan agama kristen adalah anjing . sebab hal itu tertulis di bibel dan itu malah dikatakan oleh yesus sendiri .,negative
"variasi suki macam-macam , kuah suki enak , apalagi kuah tomyam nya . dimsum nya enak , semua direkomendasikan . soal harga lumayan di atas rata rata . tapi sesuai dengan kualitas rasa .",positive
"restoran ini memiliki 2 lantai , dan terletak di gedung yang sama dengan tama boutique hotel . sensasi ala-ala korea sudah terasa sejak kita menjejakkan langkah pertama di restoran ini . sehelai hanbok , pakaian tradisional gadis korea tergantung sebagai hiasan di tembok . interior nya pun cukup mewah . makanan yang disediakan restoran ini adalah makanan korea . mereka juga menyediakan barbecue yang pula menyediakan daging non-halal . lanjutan",positive
"jual 268 rak dinding aluminium serbaguna 2susun 31,5 x 14 x 16 cm - magic Jakarta",neutral
"menu ayam goreng sangat recommended plus sambal kecap nya . : walaupun tempat nya biasa saja , ayam goreng indrawati ini merupakan salah satu kuliner yang legendaris , biasanya orang tua atau generasi yang kelahiran 1940 - 1970 sangat familiar dengan ayam goreng ini .",positive
inti nya yang dukung ahok itu goblok dan tidak bermoral . halal darah nya dibunuh dan halal juga kalau wanita diperkosa ramai-ramai .,negative
"saya bersama 2 teman mencari restoran atau kedai yang khusus menyajikan masakah orang cina halal , karena ada 1 teman saya yang muslimah . dari hasil pencarian , ditemukanlah mangkok ayam istana plasa ini , yang lokasi nya dekat rumah . mungkin saya berharap kelewat banyak , karena ketika 1 pesanan kami tiba , yaitu caisim cah saus tiram , selain penampilan nya tidak menarik , ketika dicicipi , tidak ada rasanya sama sekali .",negative
"ada koreksi alamat untuk paket saya , mohon cek pesan langsung ya minimal terima kasih .",neutral
"kak boni , pergantian segmentasi pelanggan bisa dilakukan di plasa telkom terdekat karena dibutuhkan verifikasi data lebih lanjut .",neutral
"jika anda berkunjung ke bandung , jangan lupa sempatkan untuk makan di sini . lebih indah lagi kalau di malam hari .",positive
"pemandangan sore menjelang malam . sangat luar biasa , ditambah suasana yang menyenangkan dan hawa segar . menjadikan tempat ini sangat nyaman untuk di ku njungi bersama orang orang tercinta . sejenak melupakan kepenatan jakarta . langit yang biru jernih . jauh dari polusi ibukota . sangat membantu menghilangkan kelelahan , makanan nya cukup bervariasi , pelayan nya sangat ramah dan menguasai isi makanan yang kami tanyakan . nilai untuk uang",positive
"kereta mutiara timur malam , sby - bnywangi eksekutif tetapi kursi jorok dan kotor sekali . tidak sesuai dengan harga yang sangat mahal , sangat mengecewakan",negative
"setiap cabang punya rasa sambal yang berbeda . di antara semua cabang simpang raya di bandung , sambal ayam pop di sini yang paling enak menurut saya . selain ayam pop , gulai ayam nya juga enak ! tempat parkir luas .",positive
"setelah kami cek pesanan kamu dengan nomor invoice inv / 20180107 / xviii / i / 127368298 telah kamu lakukan konfirmasi penerimaan pada tanggal 09 januari 2018 pukul 18:52 wib . sebagai informasi , cashback nantinya akan diteruskan .",neutral
kami menyediakan cook senang kitchen plasyset pink mainan masak masakan di lapak budiwastono,neutral
"digadang jadi wakil ade jaro di pilkada 2018 , beben suhendar tunggu keputusan demokrat via",neutral
"cupu nih laki-laki Jakarta yang tidak kasi tempat duduk untuk ibu hamil . payah saja , masa yang rela berdiri malah ibu-ibu . aneh . bikin kecewa saja .",negative
"pada permulaan permainan dan kapan saja pemain menukar raket nya selama permainan berlangsung , seorang pemain harus menunjukkan raket nya pada lawan nya dan pada wasit dan harus mengizinkan wasit dan lawan nya untuk memeriksa / mencoba nya .",neutral
"awal tahun 2018 menerima kunjungan gubernur provinsi dki jakarta bapak anies rasyid baswedan didampingi oleh ke . dinas sosial bapak masrokhan dan ke . panti pstw budi mulia saya bapak akmal towe , kunjungan beliau untuk memastikan bahwa kebutuhan pelayanan abang wbs terpenuhi",neutral
"batagor di sini rasanya lumayan enak , apalagi sehabis belanja dari pasar dago . harga yang relatif murah dan saya paling suka batagor kering dengan bumbu kacang yang dibanyakin :",positive
resto ini bekas tempat penggergajian kayu . mesin potong nya sengaja dijadikan icon dan itu sesuatu . cita rasa makanan nya oke . yang unik : ada steak yang tidak pakai kentang tapi diganti ubi yang digiling lembut,positive
bekas normal adaptor dari ac 220 ke ac 12v 1 ampe huayi ac adaptor hy4812100g output ac 12v 1000 dengan 12va colokan standar solo2 darma rp55 . 000,neutral
"dalam ajang piala dunia 2018 nanti , telkomsel mengambil bagian sebagai licensed mobile broadcaster dalam perhelatan sepak bola",neutral
"yang anti habib rizieq amp ; fpi , lihat video ini pasti kebakaran jenggot facewithtearsofjoy : via",neutral
giant promo giant ekstra dan ekspres cashback penghargaan 20 % dengan kartu kredit bca,neutral
"kopitiam oey braga , kopitiam ini menyediakan berbagai macam makanan , terutama makanan lokal / tradisional , penataan ruangan nya ala nyonya belanda / peranakan !",neutral
"saya memesan nasi goreng brandal seharga rp 17.500 dengan tingkat kepedasan menggoda level 1 . brandal ini seperti sekali dengan rempah dan aroma dari daun kemangi nya harum sekali . level menggoda saja sudah pedas bagi saya . banyak sekali pilihan tambahan tambahan untuk nasi goreng , seperti telur , kikil , dan lain-lain .",positive
"cukup ramai di kampung daun saat liburan minggu 1 mei 2016 , saya dapat antrean nomor 34 dengan waktu tunggu 40 menit , dan akhirnya saya dapat saung nomor 46 yang paling ujung , suasana tidak seasri dulu , nampaknya saung yang kami tempati adalah diarea perluasan catatan sudah 3 tahun saya tidak berkunjung , makanan tetap seperti dahulu cukup menarik .",positive
harga cukup terjangkau untuk resto thailand . greentea nya sangat enak . lebih oke kalau beli paketan karena jadi lebih murah di banding satuan . daging nya enak dan sayura nya pun segar . harga mulai dari 6 ribu an . harus coba karena beda dari yang lain . buat penyuka pedas ada sambal 4 rasa gratis,positive
"resto ini kata nya adalah salah satu resto yang sudah ada sejak tempo dulu dan masih exist sampai saat ini . menu makanan yang disajikan cukup variatif , mulai dari menu italia seperti pizza , menu america seperti aneka steak sampai dengan menu aseli indonesia seperti sate , tersedia . rasa dan harga cukup memuaskan .",positive
"sontoloyo panser satu itu yang bakar bendera tauhid . ups maaf saya keceplosan , habis nya saya kesal sih .",negative
"ngomong doang gaya preman , bentak-bentak di depan media . payah cupu ! semoga selanjutnya tim tertangkap massa nih ahok .",negative
"tempat makan yang sangat nyaman dan sajian makanan dan minuman yang sangat selera sunda , dengan harga makanan dan minuman kelas menengah ke atas dan rasanya sangat enak semua dan porsi nya cukup banyak . makan di saung sangat nikmat karena diiringi musik sunda dan kucuran air .",positive
saya tadinya penasaran dengan tempat ini karena di tempat nya banyak sekali foto-foto kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan di tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras . jadi aneh bagi saya tempat ini bisa sebegitu terkenal nya,negative
"peran politik gaek tua menjadi king maker . bisa jadi pak . seperti say , handphone , ht bahan prabowo pun calon presiden 2019 muda . seperti tsb , ahy , prediksi calon presiden gaek tua seperti jokowi dan prabowo entahlah tunggu pasar politik dan nuansa partai bergejolak 2018 politik makin memanas",neutral
"salah satu tempat makan steak favorit di bandung . dengan tempat yang bagus , rasanya juga enak , tapi harga cukup standar . desain ruangan yang membawa kita layaknya sedang makan di eropa .",positive
kafe ini pemandangan pemandangan kota bandung di waktu malam nya sangat bagus . luas . kerlap - kerlip lampu di kota bandung tampak ramai terlihat dari sini . sangat indah harga makanan di sini terbilang cenderung murah untuk standar kafe . rasa lumayan penyajian tidak terlalu lama .,positive
"rumah makan surya , benhil , rumah makan padang overrated . pelayanan jelek , harga mahal , rasa biasa saja",negative
"selamat sore ibu , perihal produk perbankan bank mandiri apa yang dapat kami bantu ? yogi",neutral
"karena beberapa waktu yang lalu saya pernah makan di sapu lidi dan saya menyukai nya , maka pada saat saya ke bandung kembali , saya pun mengajak keluarga saya untuk makan di sana , tetapi ternyata makanan nya tidak seenak dahulu , pelayanan nya pun kurang . saya memesan karedok , ikan bakar daun , genjer tumis dan sate kambing . makanan nya jauh dari perkiraan saya sebelumnya . lalat juga banyak , sehingga suasana makan terganggu bahkan ada beberapa kucing berkeliaran . meja-meja bekas orang makan .",negative
percuma punya pelayanan pelanggan jelek amat pelayanan . saya mention tidak pernah dibalas . payah dasar pelayanan nya bad sekali !,negative
jangan pilih pemimpin dari keturunan china karena pada masa penjajahan mereka terang terangan memihak belanda dan mereka tidak ikut dalam memperjuangkan kemerdekaan republik indonesia,negative
memang harga tidak membohongi . harga makanan dan minuman di sini memang mahal . tetapi sesuai dengan rasa dan tempat yang diberikan .,neutral
"maklumlah kalau jokowi itu baperan , klaim meng klaim memang itu saja bisa nya , pokok nya presiden ri satu ini alay , lebay , capcay dan puyung hai .",negative
jokowi berpesan bahwa siapa pun yang akan menang nanti harus tetap jaga persaudaraan dan persatuan .,neutral
saya suka makan di sini kalau ke bandung . makan dengan piring dari daun pisang yang tidak biasa . perlu dicoba ayam dalam bambu . tapi yang saya sesalkan kenapa mereka menjual ikan hiu ? saya sedih sekali melihat ada babi hiu yang dipajang di antara ikan-ikan lain di lemari pendingin .,positive
"sebenarnya tidak rekomendasi sih , itu bikin daya tahan baterai berkurang . aku pernah menonton video yang menjelaskan kalau sebenarnya lebih baik dan lebih disarankan kalau baterai handphone tidak dinas sampai penuh malah , cukup sampai 80 - 90 %",negative
"halo kali ini saya akan mencoba mencicipi makan di bebek garang jalan braga , bandung , west java , indonesia . suasana restoran nya cukup nyaman , pelayanan nya sangat baik , dan makanan nya sangat enak dan lezat sekali . sambal nya mantap sekali pedas nya , nikmat . saya sangat merekomendasikan untuk mencoba makan di bebek garang ini , harga terjangkau . mari selamat makan bebek garang .",positive
"restoran ini sudah menjadi favorit keluarga sejak dahulu dan rasanya tidak berubah . tempat nya luas , cocok menampung acara keluarga besar . kalau akhir minggu , lebih baik bawa sopir karena susah parkir saking penuh nya . sayang nya lokasi untuk merokok dan non merokok area nya agak bercampur , jadi kalau membawa bayi harus hati-hati .",positive
"yang bikin sanpachi yang di mayfair building ini beda adalah ada nya menu dengan daging babi karena tidak semua sanpachi menyediakan menu tersebut . harga tidak bisa dikatakan murah , tapi sebandinglah dengan rasa dan suasana nya yang enak .",positive
"tidak suka sama orang pelit , biarkan saja orang pelit kuburan nya sempit",negative
"nostalgia batagor bandung asli , paduan olahan batagor nya pas saos kacang bikin ketagihan terus , 1 porsi sekitar 20 ban , lumayanlah cocok dengan rasanya",positive
ozt merupakan salah satu kafe yang lumayan banyak pengunjung di daerah kopo bandung . dimenu nya sangat direkomendasikan dan harga lumayan miring untuk ukuran makanan berbau makanan barat . di samping itu tempat nya yang mudah dijangkau dan suasana yang menarik cukup menjadi salah 1 daya tarik ozt kafe,positive
"tanggal 18 desember 2017 , kader demokrat sendiri yang mulai mewacanakan ini .",neutral
"jangankan ditanyakan dan diperbincangkan , terpikir pun tidak sama sekali soal hubungan rekomendasi dari pks untuk pilgub dengan urusan capres dari demokrat",neutral
"the valley adalah tujuan utama ke bandung , beragam jenis makanan , pemandangan yang indah , menginjak malam hari , lampu kerlap lerlip menghiasi membuat suasana makan malam menjadi semakin romantis .",positive
"jagoan nya tumbang di jawa , pengamat : ini jalan terjal prabowo di 2019",neutral
bung fahri anda benar tidak semua anggota dewan maling - air setitik rusak susu sebelanga,negative
"saya mengikuuti lomba blog cinta rupiah bank indoneisa - net media dan sudah men - submit artikle pada 22 desember 2017 lalu , tapi sampai sekarang status artikel saya masih unpublished . mohon penjelasan nya .",neutral
"pada kamis pagi , dwina michaella putri setya novanto datang memenuhi panggilan kpk untuk diperiksa sebagai saksi bagi salah satu tersangka kasus e-ktp , dirut pt quadra solution anang sugiana sudiharjo",neutral
mimpi disuruh mencari coklat sama gordon ramsay eh malah kecampur sama kuah indomie terus bentuk nya jadi aneh . :,negative
"usai diperiksa , boediono nga ku dicecar kpk soal jabatan nya di era megawati",neutral
"mencari tempat untuk merayakan ulang tahun pernikahan , tepat nya di sini dengan pemandangan yang bagus , serta dekorasi dan suasana romantis , pelayanan memuaskan . terima kasih to diah",positive
"untuk pkb tolong jadilah partai yang punya pendirian , jangan suka jadi bajing loncat , jangan mau di rayu demokrat , ingat demokrat partai korup .",negative
"restoran ini mengusung suasana alami , dengan konsep bilik-bilik yang terpisah-pisah dan dikelilingi bebatuan dan pepohonan . ada beberapa air terjun buatan , jembatan kayu dll. makanan yang disajikan memiliki rasa yang enak , meskipun harga yang ditawarkan cukup tinggi , sekitar 70 - 80 ribu per orang . apabila musim liburan bisa sangat ramai .",positive
"anies dan rhoma irama adu pantun hingga nyanyi begadang di monas - di atas panggung saat perayaan tahun baru di monas , gubernur dki jakarta anies baswedan adu pantun hingga nyanyi begadang bareng rhoma irama .",neutral
"batagor atau bakso tahu goreng adalah makanan khas bandung . di kingsley , batagor yang dijual berbeda dan berkualitas premium . ukuran nya besar , menggunakan tahu yun yi putih yang lembut dan mantap , rasa ikan nya pun sangat terasa . batagor bisa dipesan matang maupun setengah matang tahan 3 hari di dalam kulkas , jika ditaruh di freezer bisa lebih lama .",positive
