text,sentiment,cleaning,casefolding,tokenizing,normalisasi,stopword,steeming,cleaned
"steak nya tebal tapi empuk daging nya , rasanya juga pas , kebetulan saya ambil sauce yang nama nya buddy sauce enak juga , harga nya cukup terjangkau kisaran 90 ribuan sudah dapat yang 300 grm , kalau jalan jalan ke bandung lagi pasti harus mampir ke sini lagi",positive,steak nya tebal tapi empuk daging nya rasanya juga pas kebetulan saya ambil sauce yang nama nya buddy sauce enak juga harga nya cukup terjangkau kisaran ribuan sudah dapat yang grm kalau jalan jalan ke bandung lagi pasti harus mampir ke sini lagi,steak nya tebal tapi empuk daging nya rasanya juga pas kebetulan saya ambil sauce yang nama nya buddy sauce enak juga harga nya cukup terjangkau kisaran ribuan sudah dapat yang grm kalau jalan jalan ke bandung lagi pasti harus mampir ke sini lagi,"['steak', 'nya', 'tebal', 'tapi', 'empuk', 'daging', 'nya', 'rasanya', 'juga', 'pas', 'kebetulan', 'saya', 'ambil', 'sauce', 'yang', 'nama', 'nya', 'buddy', 'sauce', 'enak', 'juga', 'harga', 'nya', 'cukup', 'terjangkau', 'kisaran', 'ribuan', 'sudah', 'dapat', 'yang', 'grm', 'kalau', 'jalan', 'jalan', 'ke', 'bandung', 'lagi', 'pasti', 'harus', 'mampir', 'ke', 'sini', 'lagi']","['steak', 'nya', 'tebal', 'tapi', 'empuk', 'daging', 'nya', 'rasanya', 'juga', 'pas', 'kebetulan', 'saya', 'ambil', 'sauce', 'yang', 'nama', 'nya', 'buddy', 'sauce', 'enak', 'juga', 'harga', 'nya', 'cukup', 'terjangkau', 'kisaran', 'ribuan', 'sudah', 'dapat', 'yang', 'grm', 'kalau', 'jalan', 'jalan', 'ke', 'bandung', 'lagi', 'pasti', 'harus', 'mampir', 'ke', 'sini', 'lagi']","['steak', 'nya', 'tebal', 'empuk', 'daging', 'nya', 'pas', 'ambil', 'sauce', 'nama', 'nya', 'buddy', 'sauce', 'enak', 'harga', 'nya', 'terjangkau', 'kisaran', 'ribuan', 'grm', 'jalan', 'jalan', 'bandung', 'mampir']","['steak', 'nya', 'tebal', 'empuk', 'daging', 'nya', 'pas', 'ambil', 'sauce', 'nama', 'nya', 'buddy', 'sauce', 'enak', 'harga', 'nya', 'jangkau', 'kisar', 'ribu', 'grm', 'jalan', 'jalan', 'bandung', 'mampir']",steak nya tebal empuk daging nya pas ambil sauce nama nya buddy sauce enak harga nya jangkau kisar ribu grm jalan jalan bandung mampir
nasi goreng hijau tren botti nya enak . yang lain oke-oke saja . jus lumayan seger . tempat nya lumayan buat ngumpul-ngumpul sama keluarga .,positive,nasi goreng hijau tren botti nya enak yang lain oke oke saja jus lumayan seger tempat nya lumayan buat ngumpul ngumpul sama keluarga ,nasi goreng hijau tren botti nya enak yang lain oke oke saja jus lumayan seger tempat nya lumayan buat ngumpul ngumpul sama keluarga ,"['nasi', 'goreng', 'hijau', 'tren', 'botti', 'nya', 'enak', 'yang', 'lain', 'oke', 'oke', 'saja', 'jus', 'lumayan', 'seger', 'tempat', 'nya', 'lumayan', 'buat', 'ngumpul', 'ngumpul', 'sama', 'keluarga']","['nasi', 'goreng', 'hijau', 'tren', 'botti', 'nya', 'enak', 'yang', 'lain', 'oke', 'oke', 'saja', 'jus', 'lumayan', 'segar', 'tempat', 'nya', 'lumayan', 'buat', 'ngumpul', 'ngumpul', 'sama', 'keluarga']","['nasi', 'goreng', 'hijau', 'tren', 'botti', 'nya', 'enak', 'oke', 'oke', 'jus', 'lumayan', 'segar', 'nya', 'lumayan', 'ngumpul', 'ngumpul', 'keluarga']","['nasi', 'goreng', 'hijau', 'tren', 'botti', 'nya', 'enak', 'oke', 'oke', 'jus', 'lumayan', 'segar', 'nya', 'lumayan', 'ngumpul', 'ngumpul', 'keluarga']",nasi goreng hijau tren botti nya enak oke oke jus lumayan segar nya lumayan ngumpul ngumpul keluarga
zadit tidak ada kualitas nya mengkritik tanpa melihat fakta . seperti tong kosong berbunyi nyaring sehingga terlihat bodoh .,negative,zadit tidak ada kualitas nya mengkritik tanpa melihat fakta seperti tong kosong berbunyi nyaring sehingga terlihat bodoh ,zadit tidak ada kualitas nya mengkritik tanpa melihat fakta seperti tong kosong berbunyi nyaring sehingga terlihat bodoh ,"['zadit', 'tidak', 'ada', 'kualitas', 'nya', 'mengkritik', 'tanpa', 'melihat', 'fakta', 'seperti', 'tong', 'kosong', 'berbunyi', 'nyaring', 'sehingga', 'terlihat', 'bodoh']","['zadit', 'tidak', 'ada', 'kualitas', 'nya', 'mengkritik', 'tanpa', 'melihat', 'fakta', 'seperti', 'tong', 'kosong', 'berbunyi', 'nyaring', 'sehingga', 'terlihat', 'bodoh']","['zadit', 'kualitas', 'nya', 'mengkritik', 'fakta', 'tong', 'kosong', 'berbunyi', 'nyaring', 'bodoh']","['zadit', 'kualitas', 'nya', 'kritik', 'fakta', 'tong', 'kosong', 'bunyi', 'nyaring', 'bodoh']",zadit kualitas nya kritik fakta tong kosong bunyi nyaring bodoh
ustad-ustad itu pengikut dajjal ! jangan diikuti . nanti kamu ikut sesat .,negative,ustad ustad itu pengikut dajjal jangan diikuti nanti kamu ikut sesat ,ustad ustad itu pengikut dajjal jangan diikuti nanti kamu ikut sesat ,"['ustad', 'ustad', 'itu', 'pengikut', 'dajjal', 'jangan', 'diikuti', 'nanti', 'kamu', 'ikut', 'sesat']","['ustad', 'ustad', 'itu', 'pengikut', 'dajjal', 'jangan', 'diikuti', 'nanti', 'kamu', 'ikut', 'sesat']","['ustad', 'ustad', 'pengikut', 'dajjal', 'diikuti', 'sesat']","['ustad', 'ustad', 'ikut', 'dajjal', 'ikut', 'sesat']",ustad ustad ikut dajjal ikut sesat
"nasi liwet di sini mantap . tempe mendoan nya juga enak , sayang nya tempat nya yang berada di bukit dengan countur tanah menurun cukup menyulitkan bagi yang berusia lanjut atau bagi ibu hamil serta balita . namun demikian semua itu terbayar oleh nikmat nya makanan yang disajikan .",positive,nasi liwet di sini mantap tempe mendoan nya juga enak sayang nya tempat nya yang berada di bukit dengan countur tanah menurun cukup menyulitkan bagi yang berusia lanjut atau bagi ibu hamil serta balita namun demikian semua itu terbayar oleh nikmat nya makanan yang disajikan ,nasi liwet di sini mantap tempe mendoan nya juga enak sayang nya tempat nya yang berada di bukit dengan countur tanah menurun cukup menyulitkan bagi yang berusia lanjut atau bagi ibu hamil serta balita namun demikian semua itu terbayar oleh nikmat nya makanan yang disajikan ,"['nasi', 'liwet', 'di', 'sini', 'mantap', 'tempe', 'mendoan', 'nya', 'juga', 'enak', 'sayang', 'nya', 'tempat', 'nya', 'yang', 'berada', 'di', 'bukit', 'dengan', 'countur', 'tanah', 'menurun', 'cukup', 'menyulitkan', 'bagi', 'yang', 'berusia', 'lanjut', 'atau', 'bagi', 'ibu', 'hamil', 'serta', 'balita', 'namun', 'demikian', 'semua', 'itu', 'terbayar', 'oleh', 'nikmat', 'nya', 'makanan', 'yang', 'disajikan']","['nasi', 'liwet', 'di', 'sini', 'mantap', 'tempe', 'mendoan', 'nya', 'juga', 'enak', 'sayang', 'nya', 'tempat', 'nya', 'yang', 'berada', 'di', 'bukit', 'dengan', 'countur', 'tanah', 'menurun', 'cukup', 'menyulitkan', 'bagi', 'yang', 'berusia', 'lanjut', 'atau', 'bagi', 'ibu', 'hamil', 'serta', 'balita', 'namun', 'demikian', 'semua', 'itu', 'terbayar', 'oleh', 'nikmat', 'nya', 'makanan', 'yang', 'disajikan']","['nasi', 'liwet', 'mantap', 'tempe', 'mendoan', 'nya', 'enak', 'sayang', 'nya', 'nya', 'bukit', 'countur', 'tanah', 'menurun', 'menyulitkan', 'berusia', 'hamil', 'balita', 'terbayar', 'nikmat', 'nya', 'makanan', 'disajikan']","['nasi', 'liwet', 'mantap', 'tempe', 'mendoan', 'nya', 'enak', 'sayang', 'nya', 'nya', 'bukit', 'countur', 'tanah', 'turun', 'sulit', 'usia', 'hamil', 'balita', 'bayar', 'nikmat', 'nya', 'makan', 'saji']",nasi liwet mantap tempe mendoan nya enak sayang nya nya bukit countur tanah turun sulit usia hamil balita bayar nikmat nya makan saji
"sate ini sangat khas dengan bumbu nya yang asli dan juga daging ayam nya yang besar . jadi , ini sangat cocok untuk dinikmati pada malam hari",positive,sate ini sangat khas dengan bumbu nya yang asli dan juga daging ayam nya yang besar jadi ini sangat cocok untuk dinikmati pada malam hari,sate ini sangat khas dengan bumbu nya yang asli dan juga daging ayam nya yang besar jadi ini sangat cocok untuk dinikmati pada malam hari,"['sate', 'ini', 'sangat', 'khas', 'dengan', 'bumbu', 'nya', 'yang', 'asli', 'dan', 'juga', 'daging', 'ayam', 'nya', 'yang', 'besar', 'jadi', 'ini', 'sangat', 'cocok', 'untuk', 'dinikmati', 'pada', 'malam', 'hari']","['sate', 'ini', 'sangat', 'khas', 'dengan', 'bumbu', 'nya', 'yang', 'asli', 'dan', 'juga', 'daging', 'ayam', 'nya', 'yang', 'besar', 'jadi', 'ini', 'sangat', 'cocok', 'untuk', 'dinikmati', 'pada', 'malam', 'hari']","['sate', 'khas', 'bumbu', 'nya', 'asli', 'daging', 'ayam', 'nya', 'cocok', 'dinikmati', 'malam']","['sate', 'khas', 'bumbu', 'nya', 'asli', 'daging', 'ayam', 'nya', 'cocok', 'nikmat', 'malam']",sate khas bumbu nya asli daging ayam nya cocok nikmat malam
jika kita biarkan manusia busuk ini hidup di negara kita . bisa-bisa negara kita benar-benar bubar .,negative,jika kita biarkan manusia busuk ini hidup di negara kita bisa bisa negara kita benar benar bubar ,jika kita biarkan manusia busuk ini hidup di negara kita bisa bisa negara kita benar benar bubar ,"['jika', 'kita', 'biarkan', 'manusia', 'busuk', 'ini', 'hidup', 'di', 'negara', 'kita', 'bisa', 'bisa', 'negara', 'kita', 'benar', 'benar', 'bubar']","['jika', 'kita', 'biarkan', 'manusia', 'busuk', 'ini', 'hidup', 'di', 'negara', 'kita', 'bisa', 'bisa', 'negara', 'kita', 'benar', 'benar', 'bubar']","['biarkan', 'manusia', 'busuk', 'hidup', 'negara', 'negara', 'bubar']","['biar', 'manusia', 'busuk', 'hidup', 'negara', 'negara', 'bubar']",biar manusia busuk hidup negara negara bubar
"nama mal kurang sesuai dengan kenyataan . hanya restoran saja dan beberapa mahal harga - nya , kalau tidak ada cgv blitz mungkin makin sepi saja mal ini . ke sana hanya untuk makan burger saja , yang lain mahal . bisa bisa 100 ribu habis untuk makan malam saja untuk 1 orang",negative,nama mal kurang sesuai dengan kenyataan hanya restoran saja dan beberapa mahal harga nya kalau tidak ada cgv blitz mungkin makin sepi saja mal ini ke sana hanya untuk makan burger saja yang lain mahal bisa bisa ribu habis untuk makan malam saja untuk orang,nama mal kurang sesuai dengan kenyataan hanya restoran saja dan beberapa mahal harga nya kalau tidak ada cgv blitz mungkin makin sepi saja mal ini ke sana hanya untuk makan burger saja yang lain mahal bisa bisa ribu habis untuk makan malam saja untuk orang,"['nama', 'mal', 'kurang', 'sesuai', 'dengan', 'kenyataan', 'hanya', 'restoran', 'saja', 'dan', 'beberapa', 'mahal', 'harga', 'nya', 'kalau', 'tidak', 'ada', 'cgv', 'blitz', 'mungkin', 'makin', 'sepi', 'saja', 'mal', 'ini', 'ke', 'sana', 'hanya', 'untuk', 'makan', 'burger', 'saja', 'yang', 'lain', 'mahal', 'bisa', 'bisa', 'ribu', 'habis', 'untuk', 'makan', 'malam', 'saja', 'untuk', 'orang']","['nama', 'mal', 'kurang', 'sesuai', 'dengan', 'kenyataan', 'hanya', 'restoran', 'saja', 'dan', 'beberapa', 'mahal', 'harga', 'nya', 'kalau', 'tidak', 'ada', 'cgv', 'blitz', 'mungkin', 'makin', 'sepi', 'saja', 'mal', 'ini', 'ke', 'sana', 'hanya', 'untuk', 'makan', 'burger', 'saja', 'yang', 'lain', 'mahal', 'bisa', 'bisa', 'ribu', 'habis', 'untuk', 'makan', 'malam', 'saja', 'untuk', 'orang']","['nama', 'mal', 'sesuai', 'kenyataan', 'restoran', 'mahal', 'harga', 'nya', 'cgv', 'blitz', 'sepi', 'mal', 'makan', 'burger', 'mahal', 'ribu', 'habis', 'makan', 'malam', 'orang']","['nama', 'mal', 'sesuai', 'nyata', 'restoran', 'mahal', 'harga', 'nya', 'cgv', 'blitz', 'sepi', 'mal', 'makan', 'burger', 'mahal', 'ribu', 'habis', 'makan', 'malam', 'orang']",nama mal sesuai nyata restoran mahal harga nya cgv blitz sepi mal makan burger mahal ribu habis makan malam orang
"ada yang minat album winter exo ? 215k masih sealed 1st press , dapat 2 poster , dan dapat limited postcard dari dengan . minat pesan langsung aku ya hehehe foldedhands",neutral,ada yang minat album winter exo k masih sealed st press dapat poster dan dapat limited postcard dari dengan minat pesan langsung aku ya hehehe foldedhands,ada yang minat album winter exo k masih sealed st press dapat poster dan dapat limited postcard dari dengan minat pesan langsung aku ya hehehe foldedhands,"['ada', 'yang', 'minat', 'album', 'winter', 'exo', 'k', 'masih', 'sealed', 'st', 'press', 'dapat', 'poster', 'dan', 'dapat', 'limited', 'postcard', 'dari', 'dengan', 'minat', 'pesan', 'langsung', 'aku', 'ya', 'hehehe', 'foldedhands']","['ada', 'yang', 'minat', 'album', 'winter', 'exo', 'ke', 'masih', 'sealed', 'st', 'press', 'dapat', 'poster', 'dan', 'dapat', 'limited', 'postcard', 'dari', 'dengan', 'minat', 'pesan', 'langsung', 'aku', 'ya', 'hehehe', 'foldedhands']","['minat', 'album', 'winter', 'exo', 'sealed', 'st', 'press', 'poster', 'limited', 'postcard', 'minat', 'pesan', 'langsung', 'ya', 'hehehe', 'foldedhands']","['minat', 'album', 'winter', 'exo', 'sealed', 'st', 'press', 'poster', 'limited', 'postcard', 'minat', 'pesan', 'langsung', 'ya', 'hehehe', 'foldedhands']",minat album winter exo sealed st press poster limited postcard minat pesan langsung ya hehehe foldedhands
"bukan cuma janji , jokowi bisa merealisasikan ucapan nya , salut sama kerja presiden satu itu .",positive,bukan cuma janji jokowi bisa merealisasikan ucapan nya salut sama kerja presiden satu itu ,bukan cuma janji jokowi bisa merealisasikan ucapan nya salut sama kerja presiden satu itu ,"['bukan', 'cuma', 'janji', 'jokowi', 'bisa', 'merealisasikan', 'ucapan', 'nya', 'salut', 'sama', 'kerja', 'presiden', 'satu', 'itu']","['bukan', 'cuma', 'janji', 'jokowi', 'bisa', 'merealisasikan', 'ucapan', 'nya', 'salut', 'sama', 'kerja', 'presiden', 'satu', 'itu']","['janji', 'jokowi', 'merealisasikan', 'ucapan', 'nya', 'salut', 'kerja', 'presiden']","['janji', 'jokowi', 'realisasi', 'ucap', 'nya', 'salut', 'kerja', 'presiden']",janji jokowi realisasi ucap nya salut kerja presiden
"istri nya itu sudah muak , melihat muka babi ahog saja ingin muntah . mana pernah juga vero mengunjungi kandang babi ahog",negative,istri nya itu sudah muak melihat muka babi ahog saja ingin muntah mana pernah juga vero mengunjungi kandang babi ahog,istri nya itu sudah muak melihat muka babi ahog saja ingin muntah mana pernah juga vero mengunjungi kandang babi ahog,"['istri', 'nya', 'itu', 'sudah', 'muak', 'melihat', 'muka', 'babi', 'ahog', 'saja', 'ingin', 'muntah', 'mana', 'pernah', 'juga', 'vero', 'mengunjungi', 'kandang', 'babi', 'ahog']","['istri', 'nya', 'itu', 'sudah', 'muak', 'melihat', 'muka', 'babi', 'ahog', 'saja', 'ingin', 'muntah', 'mana', 'pernah', 'juga', 'vero', 'mengunjungi', 'kandang', 'babi', 'ahog']","['istri', 'nya', 'muak', 'muka', 'babi', 'ahog', 'muntah', 'vero', 'mengunjungi', 'kandang', 'babi', 'ahog']","['istri', 'nya', 'muak', 'muka', 'babi', 'ahog', 'muntah', 'vero', 'unjung', 'kandang', 'babi', 'ahog']",istri nya muak muka babi ahog muntah vero unjung kandang babi ahog
dalam akun mycare saya yang terblokir tersebut sudah saya tambahkan nomer im3 saya yang baru,neutral,dalam akun mycare saya yang terblokir tersebut sudah saya tambahkan nomer im saya yang baru,dalam akun mycare saya yang terblokir tersebut sudah saya tambahkan nomer im saya yang baru,"['dalam', 'akun', 'mycare', 'saya', 'yang', 'terblokir', 'tersebut', 'sudah', 'saya', 'tambahkan', 'nomer', 'im', 'saya', 'yang', 'baru']","['dalam', 'akun', 'mycare', 'saya', 'yang', 'terblokir', 'tersebut', 'sudah', 'saya', 'tambahkan', 'nomer', 'im', 'saya', 'yang', 'baru']","['akun', 'mycare', 'terblokir', 'tambahkan', 'nomer', 'im']","['akun', 'mycare', 'blokir', 'tambah', 'nomer', 'im']",akun mycare blokir tambah nomer im
"gubernur jawa barat , ahmad heryawan mengucapkan selamat tahun baru 2018 untuk pendengar radio elshinta .",neutral,gubernur jawa barat ahmad heryawan mengucapkan selamat tahun baru untuk pendengar radio elshinta ,gubernur jawa barat ahmad heryawan mengucapkan selamat tahun baru untuk pendengar radio elshinta ,"['gubernur', 'jawa', 'barat', 'ahmad', 'heryawan', 'mengucapkan', 'selamat', 'tahun', 'baru', 'untuk', 'pendengar', 'radio', 'elshinta']","['gubernur', 'jawa', 'barat', 'ahmad', 'heryawan', 'mengucapkan', 'selamat', 'tahun', 'baru', 'untuk', 'pendengar', 'radio', 'elshinta']","['gubernur', 'jawa', 'barat', 'ahmad', 'heryawan', 'selamat', 'pendengar', 'radio', 'elshinta']","['gubernur', 'jawa', 'barat', 'ahmad', 'heryawan', 'selamat', 'dengar', 'radio', 'elshinta']",gubernur jawa barat ahmad heryawan selamat dengar radio elshinta
"setuju banget sama solusi yang ditawari anies baswedan dan sandiaga uno buat memperbaiki ibukota , saya dukung dan terus berdoa buat kebaikan dua bapak hebat ini .",positive,setuju banget sama solusi yang ditawari anies baswedan dan sandiaga uno buat memperbaiki ibukota saya dukung dan terus berdoa buat kebaikan dua bapak hebat ini ,setuju banget sama solusi yang ditawari anies baswedan dan sandiaga uno buat memperbaiki ibukota saya dukung dan terus berdoa buat kebaikan dua bapak hebat ini ,"['setuju', 'banget', 'sama', 'solusi', 'yang', 'ditawari', 'anies', 'baswedan', 'dan', 'sandiaga', 'uno', 'buat', 'memperbaiki', 'ibukota', 'saya', 'dukung', 'dan', 'terus', 'berdoa', 'buat', 'kebaikan', 'dua', 'bapak', 'hebat', 'ini']","['setuju', 'banget', 'sama', 'solusi', 'yang', 'ditawari', 'anies', 'baswedan', 'dan', 'sandiaga', 'uno', 'buat', 'memperbaiki', 'ibukota', 'saya', 'dukung', 'dan', 'terus', 'berdoa', 'buat', 'kebaikan', 'dua', 'bapak', 'hebat', 'ini']","['setuju', 'banget', 'solusi', 'ditawari', 'anies', 'baswedan', 'sandiaga', 'uno', 'memperbaiki', 'ibukota', 'dukung', 'berdoa', 'kebaikan', 'hebat']","['tuju', 'banget', 'solusi', 'tawar', 'anies', 'baswedan', 'sandiaga', 'uno', 'baik', 'ibukota', 'dukung', 'doa', 'baik', 'hebat']",tuju banget solusi tawar anies baswedan sandiaga uno baik ibukota dukung doa baik hebat
"lokasi yang jauh dari pusat kota bandung membuat kita benar-benar berselonjor di kampung daun , apalagi perdu nya pepohonan membuat kita malas gerak __laugh__ . menu nya mengandal nya sajian kuliner tradisional khas sunda , namun __laugh__ harga nya perlu dikaji lagi . tapi terlepas dari itu , kampung daun cocok dijadikan tempat pertemuan , khusus nya urusan bisnis dan termasuk pula menjamu tamu dari jauh yang ingin mencicipi suasana yang nyunda .",positive,lokasi yang jauh dari pusat kota bandung membuat kita benar benar berselonjor di kampung daun apalagi perdu nya pepohonan membuat kita malas gerak laugh menu nya mengandal nya sajian kuliner tradisional khas sunda namun laugh harga nya perlu dikaji lagi tapi terlepas dari itu kampung daun cocok dijadikan tempat pertemuan khusus nya urusan bisnis dan termasuk pula menjamu tamu dari jauh yang ingin mencicipi suasana yang nyunda ,lokasi yang jauh dari pusat kota bandung membuat kita benar benar berselonjor di kampung daun apalagi perdu nya pepohonan membuat kita malas gerak laugh menu nya mengandal nya sajian kuliner tradisional khas sunda namun laugh harga nya perlu dikaji lagi tapi terlepas dari itu kampung daun cocok dijadikan tempat pertemuan khusus nya urusan bisnis dan termasuk pula menjamu tamu dari jauh yang ingin mencicipi suasana yang nyunda ,"['lokasi', 'yang', 'jauh', 'dari', 'pusat', 'kota', 'bandung', 'membuat', 'kita', 'benar', 'benar', 'berselonjor', 'di', 'kampung', 'daun', 'apalagi', 'perdu', 'nya', 'pepohonan', 'membuat', 'kita', 'malas', 'gerak', 'laugh', 'menu', 'nya', 'mengandal', 'nya', 'sajian', 'kuliner', 'tradisional', 'khas', 'sunda', 'namun', 'laugh', 'harga', 'nya', 'perlu', 'dikaji', 'lagi', 'tapi', 'terlepas', 'dari', 'itu', 'kampung', 'daun', 'cocok', 'dijadikan', 'tempat', 'pertemuan', 'khusus', 'nya', 'urusan', 'bisnis', 'dan', 'termasuk', 'pula', 'menjamu', 'tamu', 'dari', 'jauh', 'yang', 'ingin', 'mencicipi', 'suasana', 'yang', 'nyunda']","['lokasi', 'yang', 'jauh', 'dari', 'pusat', 'kota', 'bandung', 'membuat', 'kita', 'benar', 'benar', 'berselonjor', 'di', 'kampung', 'daun', 'apalagi', 'perdu', 'nya', 'pepohonan', 'membuat', 'kita', 'malas', 'gerak', 'laugh', 'menu', 'nya', 'mengandal', 'nya', 'sajian', 'kuliner', 'tradisional', 'khas', 'sunda', 'namun', 'laugh', 'harga', 'nya', 'perlu', 'dikaji', 'lagi', 'tapi', 'terlepas', 'dari', 'itu', 'kampung', 'daun', 'cocok', 'dijadikan', 'tempat', 'pertemuan', 'khusus', 'nya', 'urusan', 'bisnis', 'dan', 'termasuk', 'pula', 'menjamu', 'tamu', 'dari', 'jauh', 'yang', 'ingin', 'mencicipi', 'suasana', 'yang', 'nyunda']","['lokasi', 'pusat', 'kota', 'bandung', 'berselonjor', 'kampung', 'daun', 'perdu', 'nya', 'pepohonan', 'malas', 'gerak', 'laugh', 'menu', 'nya', 'mengandal', 'nya', 'sajian', 'kuliner', 'tradisional', 'khas', 'sunda', 'laugh', 'harga', 'nya', 'dikaji', 'terlepas', 'kampung', 'daun', 'cocok', 'dijadikan', 'pertemuan', 'khusus', 'nya', 'urusan', 'bisnis', 'menjamu', 'tamu', 'mencicipi', 'suasana', 'nyunda']","['lokasi', 'pusat', 'kota', 'bandung', 'selonjor', 'kampung', 'daun', 'perdu', 'nya', 'pohon', 'malas', 'gerak', 'laugh', 'menu', 'nya', 'andal', 'nya', 'saji', 'kuliner', 'tradisional', 'khas', 'sunda', 'laugh', 'harga', 'nya', 'kaji', 'lepas', 'kampung', 'daun', 'cocok', 'jadi', 'temu', 'khusus', 'nya', 'urus', 'bisnis', 'jamu', 'tamu', 'cicip', 'suasana', 'nyunda']",lokasi pusat kota bandung selonjor kampung daun perdu nya pohon malas gerak laugh menu nya andal nya saji kuliner tradisional khas sunda laugh harga nya kaji lepas kampung daun cocok jadi temu khusus nya urus bisnis jamu tamu cicip suasana nyunda
toko kami menjual ikea tokig pengering sayuran - salad spinner - magic Jakarta,neutral,toko kami menjual ikea tokig pengering sayuran salad spinner magic Jakarta,toko kami menjual ikea tokig pengering sayuran salad spinner magic jakarta,"['toko', 'kami', 'menjual', 'ikea', 'tokig', 'pengering', 'sayuran', 'salad', 'spinner', 'magic', 'jakarta']","['toko', 'kami', 'menjual', 'ikea', 'tokig', 'pengering', 'sayuran', 'salad', 'spinner', 'magic', 'jakarta']","['toko', 'menjual', 'ikea', 'tokig', 'pengering', 'sayuran', 'salad', 'spinner', 'magic', 'jakarta']","['toko', 'jual', 'ikea', 'tokig', 'ering', 'sayur', 'salad', 'spinner', 'magic', 'jakarta']",toko jual ikea tokig ering sayur salad spinner magic jakarta
"tolong cek pesan langsung , capek marah marah sama indosat dari dulu masalah melulu",negative,tolong cek pesan langsung capek marah marah sama indosat dari dulu masalah melulu,tolong cek pesan langsung capek marah marah sama indosat dari dulu masalah melulu,"['tolong', 'cek', 'pesan', 'langsung', 'capek', 'marah', 'marah', 'sama', 'indosat', 'dari', 'dulu', 'masalah', 'melulu']","['tolong', 'cek', 'pesan', 'langsung', 'capek', 'marah', 'marah', 'sama', 'indosat', 'dari', 'dulu', 'masalah', 'melulu']","['tolong', 'cek', 'pesan', 'langsung', 'capek', 'marah', 'marah', 'indosat', 'melulu']","['tolong', 'cek', 'pesan', 'langsung', 'capek', 'marah', 'marah', 'indosat', 'melulu']",tolong cek pesan langsung capek marah marah indosat melulu
"makan siang dengan istri dan anak anak saat tahun baru di restoran ini sangat chaotic . pertama tama perlu waktu tunggu untuk dapatkan kursi saat tiba 5 menit , setelah duduk , kami tidak langsung didatangi pelayan saji dengan daftar menu nya , perlu waktu 10 menit lagi , meja di hadapan kami pun sampai 30 menit belum dibersihkan , sampai makanan tiba . cukup menyebalkan .",negative,makan siang dengan istri dan anak anak saat tahun baru di restoran ini sangat chaotic pertama tama perlu waktu tunggu untuk dapatkan kursi saat tiba menit setelah duduk kami tidak langsung didatangi pelayan saji dengan daftar menu nya perlu waktu menit lagi meja di hadapan kami pun sampai menit belum dibersihkan sampai makanan tiba cukup menyebalkan ,makan siang dengan istri dan anak anak saat tahun baru di restoran ini sangat chaotic pertama tama perlu waktu tunggu untuk dapatkan kursi saat tiba menit setelah duduk kami tidak langsung didatangi pelayan saji dengan daftar menu nya perlu waktu menit lagi meja di hadapan kami pun sampai menit belum dibersihkan sampai makanan tiba cukup menyebalkan ,"['makan', 'siang', 'dengan', 'istri', 'dan', 'anak', 'anak', 'saat', 'tahun', 'baru', 'di', 'restoran', 'ini', 'sangat', 'chaotic', 'pertama', 'tama', 'perlu', 'waktu', 'tunggu', 'untuk', 'dapatkan', 'kursi', 'saat', 'tiba', 'menit', 'setelah', 'duduk', 'kami', 'tidak', 'langsung', 'didatangi', 'pelayan', 'saji', 'dengan', 'daftar', 'menu', 'nya', 'perlu', 'waktu', 'menit', 'lagi', 'meja', 'di', 'hadapan', 'kami', 'pun', 'sampai', 'menit', 'belum', 'dibersihkan', 'sampai', 'makanan', 'tiba', 'cukup', 'menyebalkan']","['makan', 'siang', 'dengan', 'istri', 'dan', 'anak', 'anak', 'saat', 'tahun', 'baru', 'di', 'restoran', 'ini', 'sangat', 'chaotic', 'pertama', 'tama', 'perlu', 'waktu', 'tunggu', 'untuk', 'dapatkan', 'kursi', 'saat', 'tiba', 'menit', 'setelah', 'duduk', 'kami', 'tidak', 'langsung', 'didatangi', 'pelayan', 'saji', 'dengan', 'daftar', 'menu', 'nya', 'perlu', 'waktu', 'menit', 'lagi', 'meja', 'di', 'hadapan', 'kami', 'pun', 'sampai', 'menit', 'belum', 'dibersihkan', 'sampai', 'makanan', 'tiba', 'cukup', 'menyebalkan']","['makan', 'siang', 'istri', 'anak', 'anak', 'restoran', 'chaotic', 'tama', 'tunggu', 'dapatkan', 'kursi', 'menit', 'duduk', 'langsung', 'didatangi', 'pelayan', 'saji', 'daftar', 'menu', 'nya', 'menit', 'meja', 'hadapan', 'menit', 'dibersihkan', 'makanan', 'menyebalkan']","['makan', 'siang', 'istri', 'anak', 'anak', 'restoran', 'chaotic', 'tama', 'tunggu', 'dapat', 'kursi', 'menit', 'duduk', 'langsung', 'datang', 'layan', 'saji', 'daftar', 'menu', 'nya', 'menit', 'meja', 'hadap', 'menit', 'bersih', 'makan', 'sebal']",makan siang istri anak anak restoran chaotic tama tunggu dapat kursi menit duduk langsung datang layan saji daftar menu nya menit meja hadap menit bersih makan sebal
