text,sentiment
"dikarenakan adik saya suka dengan restoran ini , saya akhirnya mampir ke sini . dari awal sih saya langsung tidak sreg sih . makanan yang disediakan terlihat seperti yang tidak terlalu membangkitkan selera . berbeda dengan restoran shabu yang biasa saya ku njungi . dan setelah saya memilih dan mulai memasak nya , ternyata benar , rasanya pun tak masuk di lidah . akhirnya banyak makanan yang tidak dimakan .",negative
"makan steak dengan harga dan dengan kualitas yang sepadan . cocok untuk semua kalangan , harga terjangkau rasa pun nikmat tidak kalah dengan kafe-kafe mahal lainnya . minuman nya pun beragam saya suka banget dengan minuman susu coklat yang dikasih es krim . saya lupa nama minuman nya . atau capucinno dikasih es krim vannila , pokok nya rasanya bikin lidah bergoyang .",positive
selamatkan anggota kami . anggota pki adalah anggota paling suci sedangkan islam itu sesat .,negative
"saat ini sedang dilakukan pemeliharaan sehingga registrasi , perpanjangan , cek kuota paket internet dan akses layanan miliar - banking untuk sementara belum dapat dilakukan . silakan bisa coba secara berkala atau bisa cek update nya di linimasa .",neutral
kesal sendiri jalan di gang yang sempit terus ibu-ibu berjejer jalan nyamping penuhkan jalan sambil gosip gosip,negative
"kasihan , padahal kalau tidak ada polling denny siregar cebong girang sekali , sayang , dipupus oleh kalah telak nya jokowi di polling denny .",negative
"sangat sangat tidak menyenangkan dengan pelayanan nya . sangat disayangkan kualitas kereta yang sangat bagus , serta fasilitas yang nyaman dan bagus . tetapi sdm yang tidak berkualitas .",negative
"seorang teman mengajak hang out saat sore , sayang nya tempat parkir hanya muat tidak lebih dari 5 mobil . jadi susah dan lumayan menghabiskan waktu yang lama hanya untuk mencari tempat parkir .",positive
"data sellular saya tidak keluar 081147286649 , sudah saya aktif gprs tapi belum keluar , mohon cepat respon .",neutral
"tadi siang saya mampir bersama keluarga untuk makan siang di di cost bin memesan makanan beserta 1 satu gelas es kelapa . namun beberapa saat kemudian yang datang adalah 2 dua gelas es kelapa . saya protes ke pelayan dan bilang saya hanya memesan 1 gelas saja , namun beberapa saat kemudian yang menerima order bersikeras bahwa saya memberikan 2 buah kartu es .",negative
"ini merupakan salah satu mi legendaris di bandung dan temap nya tidak banyak mengalami perubahan sampai saat ini , dengan bangunan tua seperti rumah biasa . saya suka mi yamin asin , mie nya lembut dan sepertinya home membuat . kuah kaldu nya gurih .",positive
namun yang terjadi justru dia menyedot saldo gopay serta mengalihkan pengisian gopay ke akun dia .,neutral
"nama mal kurang sesuai dengan kenyataan . hanya restoran saja dan beberapa mahal harga - nya , kalau tidak ada cgv blitz mungkin makin sepi saja mal ini . ke sana hanya untuk makan burger saja , yang lain mahal . bisa bisa 100 ribu habis untuk makan malam saja untuk 1 orang",negative
nih orang selain mulut nya perang sepertinya otak juga peyang . minta ditempeleng biar balik lagi . belaga bodo apa terlibat lu fuckri ?,negative
fahri hamzonk ketua mulut nyinyir mulut bangkai busuk . sangat tidak sesuai dengan sok agamis nya sok intelek tapi otak nya isi nya jelek . harus nya mulut nya itu di cuci sama air kencing nya sendiri,negative
"bakmi porsi besar , cukup enak tapi tidak luar biasa okelah letak di jalan besar strategis gampang ditemukan",positive
"lokasi nya memang sedikit tersembunyi di sudut sebuah perumahan , di luar jangkauan bus atau angkot . hanya bisa dijangkau dengan kendaraan pribadi . konsep tempat nya bagus , seperti rumah di pedesaan eropa dengan lantai dan dinding kayu , taman di pekarangan berpagar kayu , berpadu dengan hawa sejuk bandung . selain di dalam , pengunjung bisa menikmati makanan nya di kursi-kursi di area taman yang unik menggunakan drum bekas .",positive
dengan melayani secara arogan maka saya tidak senang dengan perlakuan dari pelayanan pelanggan indosat,negative
"ayam goreng kecap yang manis , empuk , dan enak . berbeda dengan ayam dan cara masak ayam goreng lainnya , ayam djogja selalu jadi pilihan alternatif kalau saya dan istri ingin makan ayam enak yang tidak digoreng biasa . suasana tempat makan nya sendiri nyaman dan rasa ayam nya jelas perlu dicoba .",positive
tolong pngmbalian dana dengan tidak psanan order dilakukan tanggal 28 okt 15 via mandiri klik pak sebesar 210.000 . terima kasih .,neutral
"cinta banget sama produk negeri yang keren , modis , berkualitas dan terjangkau",positive
bung fahri anda benar tidak semua anggota dewan maling - air setitik rusak susu sebelanga,negative
teh terbaik swike in town . walaupun restoran nya kecil tapi rapi dan bersih . my favorit adalah swike kuah tauco nya . enak . swike goreng mentega nya pun yummy ! di goreng kering tapi tetap juicy . rasanya tidak pernah berubah dari zaman saya masih sd sampai sekarang saya sudah punya anak . kalau setiap ke bandung pasti wajib mampir ke sini melepas kangen .,positive
"restoran ini memiliki 2 lantai , dan terletak di gedung yang sama dengan tama boutique hotel . sensasi ala-ala korea sudah terasa sejak kita menjejakkan langkah pertama di restoran ini . sehelai hanbok , pakaian tradisional gadis korea tergantung sebagai hiasan di tembok . interior nya pun cukup mewah . makanan yang disediakan restoran ini adalah makanan korea . mereka juga menyediakan barbecue yang pula menyediakan daging non-halal . lanjutan",positive
"suasana nyaman , harga terjangkau , rasa enak , sedia kursi bayi , kamar mandi bersih , ada musala , pegawai ramah , setelah pesan makanan keluar agak lama , tempat parkir tidak terlalu luas .",positive
"hari ini sudah ketiga kali untuk menikmati lantai dua selalu dikatakna telah dipesan dan tidak bisa digunakan , entah sampai kapan pengunjung di lantai dua turun . tidak tampak pula aktivitas pelayan hilir mudik antar pesanan ke lantai dua , lain waktu mungkin bisa menikmati suasana di lantai dua lagi .",positive
tempat nya seperti rumah biasa namun sangat nyaman dan udara nya sangat sejuk . terima kasih banget pelayanan nya dari pak rudi yang sangat hospitality . wine cukup lengkap di sini ditambah suasana nya yang sepi dan dingin mendukung untuk mewine . di burgundy terdapat ruang vip untuk keluarga dengan dilengkapi cerobong asap . direkomendasikan buat anda .,positive
"cuma satu kata yang pasti , mari sama sama kita rapatkan barisan dan terus berusaha untuk segera mengganti pemerintahan agar rakyat bebas dari penderitaan panjang",negative
bagus nya kalau peduli atas pelaku lgbt kita gelar rajam lempar batu di monas buat pelaku lgbt biar yang lainnya tobat dan darah nya dapat mengampuni khilaf nya,negative
"sudah mau mati , permintaa nya banyak amat seperti . kaum pasukan nasi bungkus",negative
saya tadinya penasaran dengan tempat ini karena di tempat nya banyak sekali foto-foto kunjungan para artis ke tempat ini tapi pas saya pesan makanan unggulan di tempat ini saya rasa tidak setinggi pemikiran saya yang ada biasa saja dan keras . jadi aneh bagi saya tempat ini bisa sebegitu terkenal nya,negative
jual ikea tolsby bingkai untuk 2 gambar bingkai photo bingkai foto - magis Jakarta tokopedia lewat,neutral
"pki partai koruptor indonesia , setuju bang bakar saja bang sarang nya . di mana ya , koruptor beda tipis dengan teroris penghianat rakyat",negative
wirid kok kesetanan . dasar manusia bodoh mendalami agama pakai ajaran sesat menyesatkan .,negative
dipecat berarti sudah tidak dipakai kan ? dipecat karena apa ya ? mungkin dia cabut ya .,negative
"heroik kata nya . tetapi kabur tidak pulang-pulang , terus asik merengek minta dihilangkan tuduhan-tuduhan ke dia . duh , apa sudah kehabisan idola sampai yang pengecut begitu pun dipuja-puja .",negative
"the kiosk braga salah satu alternatif tempat makan siang bagi saya dan rekan kerja saya , sebelum direnovasi menjadi konsep the lost sensasi makan di dalam gua , the kiosk cukup rekomendasi , namun akhir akhir ini , pelayanan nya sangat buruk , sering lama , bahkan bisa hampir satu jam , pesan makanan jam 12.05 , datang nya 12.55 , untuk harga sih standarlah , tidak bisa dibilang murah juga karena .",negative
penasaran sama rosti benedict egg - nya dengan kuning telur yang meleleh pada saat di belah membawa saya ke kafe ini yang menyediakan sarapan sepanjang hari . untuk makanan beragam mulai dari makanan barat dan masakan fusion korea . sayang untuk harga tidak bisa dibilang murah karena memang konsep nya kafe,positive
sebenarnya barang kw juga banyak yang bagus kualitas . seringkali nih ya ternyata pas kita lihat eh ternyata barang nya memang bagus bahan nya,positive
"restoran ini sudah ada sejak tahun 1990an . menu andalan nya adalah sate ayam . daging sate nya tebal , dipanggang sempurna . tiap pengunjung mendapat satu piring bumbu kacang , yang dapat ditambah dengan cabe rawit rebus atau bawang merah dan kecap manis yang tersedia di masing-masing meja . menu lain yang tersedia yaitu sate kambing dan gule kambing . sekarang di restoran ini juga tersedia ayam goreng .",positive
"resto ini sangat ramai pengunjung , menu yang paling enak dan top batagor nya , ada mie kocok , es oyen dll. untuk tak awal di lantai bawah dan untuk makan di tempat tersedia ruangan yang luas di lantai 2 .",positive
"dengan interior bergaya ala belanda tempo dulu ini memang berada di daerah yang mempertahankan bentuk bangunan sejak era kolonial . restoran ini menyajikan masakan tionghua dan eropa peranakan yang khas . ada beberapa menu makanan yang direkomendasikan , antara lain , combo steak , nasi goreng spesial , kodok ala szechuan . aneka pizza nya juga enak . minuman yang harus dicoba adalah banana smothies .",positive
"baru pertama kali ke suis butcher atas rekomendasi teman yang asli bandung . kata nya sudah sejak dia kecil sudah ada . tempat nya sih memang sudah agak kuno interior nya . untuk steak menurut saya enak . saus nya cenderung biasa tidak ada speciality nya . kemarin mau coba tenderloin lagi kosong . akhirnya memesan sirloin parmegio . secara keseluruhan baik 7,5 lah . minum jus avocado mmm enak",positive
"anjing ! bicara soal bhineka , soal toleransi , tapi waktu umat islam papua sedang salat ied dan diserang dua tahun lalu kalian diam . masih mau bilang kalian toleransi ! fuck toleran . kasih naik status sok toleran , sok benci radikalisme",negative
"tempat makan sederhana dengan menu chinese makanan non halal , masih menggunakan arang dalam proses memasak nya sehingga memiliki aroma tersendiri . menu yang terkenal antara lain kwetiaw goreng special , usus goreng saus mentega , bistik sapi .",positive
"jual betrayal pengkhianatan sang kekasih by gillian shields hanya rp 30.000 , untuk pemesanan bisa klik tautan di bawah ini .",neutral
"tempat ini adalah favorit saya jika ingin berlama-lama membaca komik , dan pasti nya dengan ditemani cemilan maupun makan berat dan minuman yang harga nya tidak mahal dan rasanya enak . suasana nya sangat santai , membuat kita nyaman .",positive
"ahmad yohan kok goblok ya , bisa-bisa nya dia bilang zaidit mewakili kita semua . kamu saja kali kontol !",negative
"kesan pertama menginap di rumah stroberi , cek in tidak bisa jam 2 siang karena yang menginap sebelumnya terlambat cek out , tidak ada apa pun yang ditawarkan pihak staf rumah stroberi saat kami harus selama satu jam menunggu kamar dibersihkan . kemudian kami juga diberitahukan bahwa restoran tutup jam 5 sore sehingga jika ingin memesan makanan untuk makan malam harus sebelum jam 5 sore . cukup menyebalkan .",negative
nih twitter nya si bajingan homo tolol yang suka jualan video ! anjing ! tolong ditindak lanjutkan yang video nya merasa kena sebar ! bakar saja nih orang nya ! anjing,negative
"sangat bagus pemandangan dari lantai 18 the trans luxury hotel , cocok untuk merayakan acara istimewa dengan orang-orang yang teristimewa . makanan yang disajikan pun sangat enak mulai dari appetizer , main course dan makanan penutup tidak ada yang mengecewakan . pelayanan yang ramah semakin membuat tempat ini menyenangkan . ada skywalk juga , buat saya yang takut ketinggian jadi pengalaman yang seru dan menengangkan ketika mencoba .",positive
jokowi berpesan bahwa siapa pun yang akan menang nanti harus tetap jaga persaudaraan dan persatuan .,neutral
saya pesan iga bakar dan sup iga . iga bakar saya pesan dengan tingkat kepedasan level 4 tapi rasanya tidak sepedas yang dibayangkan . rasa iga nya juga biasa saja . untuk sup nya rasa vetsin nya terasa sekali . untuk menu utama iga saya rasa tempat ini masih belum menemukan serengit point nya .,negative
"boleh dikatakan pvj mal merupakan mal yang paling nge hits di bandung , khusus nya bagi anak muda . mau belanja , makan , menonton , hang out atau es skating juga bisa dilakukan di sini . yang menarik adalah tata letak nya yang ditata sedemikian rupa sehingga terkesan lega dan tidak tertutup rapat oleh tembok . apalagi terdapat center point di tengah mal yang sering di dekorasi dengan tema .",positive
dunia ini terasa terlalu sempit ! sempit karena terlalu banyak nya orang munafik ! seperti lo kan ? tak !,negative
ketum pan mengatakan bahwa hasil pilkada jawa barat dan jateng menjadi bukti bahwa parpol tak bisa semau nya .,neutral
"pada kamis pagi , dwina michaella putri setya novanto datang memenuhi panggilan kpk untuk diperiksa sebagai saksi bagi salah satu tersangka kasus e-ktp , dirut pt quadra solution anang sugiana sudiharjo",neutral
waduh kok begitu provider sebelah saja cuma diminta biaya materai . sekelas maksa harus beli paket untuk ganti kartu ? apa sekarang cari untung nya dengan cara begitu ? bukan soal uang nya hanya cara nya yang saya tidak suka !,negative
"tidak banyak bicara langsung to dipoin saja , semua menu yang di suguh kan paling enak deh , apalagi ditunjangdengan tempat yang bersih , eh nyaman deh . tahun depan kami sekeluarga akan berkunjung lagi kemari .",positive
"rt : anak sma yang ketahuan mencuri helem di bip , hari ini pak ini adalah contoh sampah masyarakat yang harus dimusnahkan",negative
"menurut sby , yang dipilih dari pilkada adalah sosok bukan partai politik .",neutral
otak nya kok cetek banget . kalau saya sih tidak perlu . yang saya perlu . sudah begitu saja . simpel .,negative
memang harga tidak membohongi . harga makanan dan minuman di sini memang mahal . tetapi sesuai dengan rasa dan tempat yang diberikan .,neutral
"telah hilang handphone xiaomi redmi note 5 warna gold 64 / 4 di daerah duri selatan , jembatan lima , tambora , jakarta barat .",neutral
"restoran ini selalu top . suasana nya nyaman banget buat ngobrol dengan teman , saudara atau pasangan . makanan nya juga enak . walaupun saya biasanya tidak makan berat . soal nya paling suka ke sini sore menjelang malam",positive
semoga bisa mendapatkan redmi 5a buat anak ku karena dia mau nya redmi 5a kebetulan kemarin waktu ada flash sale redmi 5a sudah masuk ke keranjang belanjaan tapi saat proses pembayarana gagal dan akhirnya tidak kebagian redmi 5a,neutral
gue kapan nih ditangkap ? gue tidak sabar menembak kepala polisi kalau datang ke rumah gue .,negative
"terletak diseputaran dago yang terkenal . tempat nya luas dan bisa untuk makan beramai-ramai . tersedia juga menu porsi besar . makanan nya enak dan sangat bervariasi . ada sea makanan dan indonesian food : ikan , sayuran , ayam sapi dan tersedia juga menu sarapan . minuman nya juga bervariasi . harga terjangkau . karyawan nya ramah dan memberikan informasi mengenai menu .",positive
pesan anies baswedan untuk satpol pp : teruslah mengabdi untuk warga jakarta - tribunnews,neutral
"dessert nya suka banget , enak rasanya pas , tempat nya nyaman , bersih dan elegant . banyak makanan yang unik hidangan nya",positive
"untuk layanan weekend banking yang berlokasi di bekasi , bapak ernest dapat datang ke kantor cab bank mandiri bekasi juanda .",neutral
"ibu rohmah minimal transaksi transfer ke sesama rek mandiri atau pun ke rek bank lain minimal rp 1 , - . terima kasih nida",neutral
"sudah baca novel nya , sudah dapat tanda tangan penulis nya , sudah menonton film nya , puas gueh ! puas ! ketagihan malah ! bagus banget ! suka sama ending nya , semua bahagia . suka juga pemeran2 nya , semakin cinta dengan ucup ! congrats buat dan tim !",positive
"rasa kuah tom yum nya enak , tapi sayang porsi makanan terlalu sedikit dan harga nya mahal . sehingga kurang puas rasanya",positive
menyesal pakai pasca bayar limit menelepon ternyata 100.000 dan sekarang tidak bisa menelepon sampai minggu depan . super konyol !,negative
"saya ke sini bersama rombongan teman dan tertarik karena kata nya pemandangan nya bagus . setelah menyaksikan sendiri , saya setuju dengan pemandangan bagus yang ditawarkan kafe ini . namun harus memilih tempat area non smoking untuk menikmti pemandangan yang bagus . saya memesan tenderloin steak dengan daging yang lembut disajikan dengan fried potato dan saus mushroom . namun rasanya tidak terlalu istimewa jika dibandingkan harga nya yang lumayan mahal .",negative
what ! anies mau nyalon jadi presiden ? mending nyalon aja sono ke barbershop dah,negative
jangan percaya dengan amin rakus . dari zaman ke zaman tidak ada benar nya . mau jadi apa orang itu . hanya bisa nya jelekkan orang . kata nya punya agama malah begitu .,negative
"kapolres jakarta timur kombes pol ya . tony surya putra sik , mh dampingi gubernur dki jakarta anies baswedan dalam rangka kunjungan ke pos pengamanan ops lilin jaya 2017 di gereja st . antonius , otista , jatinegara , minggu malam .",neutral
"delicious sundanese food : ayam ungkep , terong raos , sup merah ikan gurame , tempe bacem , sambel jengkol , cimplung . bagus services .",positive
"makanan penutup yang disajikan di sini luar biasa enak-enak banget , harga sangat murah dan terjangkau , pelayanan cepat dan sangat instagramable cocok buat foto-foto",positive
"ini adalah salah satu restoran chinese yang sudah ada sejak lama . masakan dari kepiting nya favorit juara . biasa saya pesan kepiting rebus , babat toge dan cah kangkung",positive
"jika ada pertanyaan lebih lanjut yang ingin kamu ketahui atau mengalami kendala terkait dengan produk traveloka , jangan ragu untuk menghubungi kami kembali .",neutral
"rumah makan sari raos ini tempat nya bersih dan nyaman , memiliki pelayanan yang baik dan staff nya ramah ramah khas nya orang sunda . menu makanan cukup variatif dengan masakan ala khas sunda dengan cita rasa yang enak dan harga terjangkau .",positive
"ada bani micin nesu bandingkan say yang bikin album dengan menteri-menteri pakde yang nge - bank padahal ini kan spontanitas , hahaha telan itu micin facewithtearsofjoy",negative
"polling jokowi vs prabowo yang dibuat fadli zon , hasil nya bikin gigit jari",neutral
"astaga wali kota bogor temukan ada waria cumbui pria di kamar kos-kosan , begini",neutral
ppp sebut ada pihak ingin gagalkan ridwan kamil nyagub : tiga partai koalisi,neutral
sudah mati rasa dengan indosat . dari minggu kemarin tidak bisa melihat video di twitter . bikin marah-marah terus,negative
"ibu-ibu mengantre gas melon karena rumah-rumah kelas menengah kirim pembantu nya buat mengantre gas subsidi juga , harus nya menengah ke atas pakai bright gas .",neutral
"jangan lewatkan siaran ulang dengan tema setya novanto : drama hukum 2017 . selasa 2 januari , pkl 19.30 wib hanya di tvone amp ; streaming tvone connect",neutral
jangan-jangan ada udang dibalik batu ini . tidak mungkin tiba-tiba partai ini mau mendukung jokowi .,negative
"apa tepung segitiga biru , warna tepung nya tidak ada biru-biru nya sama sekali , penipuan !",negative
biasanya kita ke yogya depo toko untuk belanja . sekarang kadang kita hanya niat makan di sini . menu nya banyak pilihan dari tempat makan yang halal . minuman juga makanan penutup ada . satu tempat untuk datang bersama keluarga dengan selera makan yang berbeda .,positive
"retoran sapu lidi di bandung utara persis nya di daerah kompleks perumahan , dan rumah makan ini dikelilingin sawah dan kolam . sambal nya enak .",positive
"0.5 % gips dapat memperkukuh struktus suatu bahan campuran , dan terakhir 0.25 % pupuk ts sebagai nutrisi .",neutral
"imam besar fpi menyerukan revolusi , menyampaikan pernyataan provokatif , dan lain-lain serta tidak taat hukum , kacau !",negative
"saya gunaka bb tipe 9210 , saya mendapat info sejak kemarin , dikenakan biaya gprs .",neutral
"respon agak lama , sama sayang nya rem nya bukan asli , masih rom distrobitor",negative
"libur natal , setya novanto dibesuk istri dan anak nya di rutan kpk",neutral
"pelayanan cepat , harga murah , nasi goreng yang jempolan , kebetulan di ruangan berac . lokasi balista yang strategis dan terletak di sebelah heritage factory outlet",positive
pemandangan nya cakeepppp banget . apalagi pas berdiri di atas atap kaca beuuuuuh bikin panas dinginkan dengkul lemes . tapi berkesan banget .,positive
"minimal punten , saya mau beli tiket kami senen - yogyakarta pakai promo yang bulan mei .",neutral
"rela uang pajak anda dipakai untuk menggaji anggota hewan yang hobi nya membuat uu untuk mengancam kita ? orang baik harus berpolitik , jangan pasrah menjadi tumbal permainan politik . rebut parlemen , singkirkan perampok demokrasi . 2018 , ayo nyaleg !",negative
"makanan yang dipesan dingin , tidak berasa baru dimasak . untuk rasa jadi jadilah . mixed jus nya juga berasa kurang segar , sepertinya bukan segar juice atau pure dari buah . tempat nya biasa saja , oke untuk arisan tapi kurang oke untuk keluarga . pelayanan nya kurang ramah kurang gesit , untuk order makanan saja sampai memanggil berulang ulang .",positive
"lebih baik datang tidak di musim peak season , karena terasa riuh rendah belum lagi perjuangan mencapai tempat ini dari kemacetan di lembang . hari biasa , pengunjung tak terlalu banyak jadi tempat yang nyaman untuk merenung , meresapi keindahan alam . ada wahana bermain untuk anak-anak , ada tempat bersantap pribadi menghadap danau , lakukan dulu reservasi beberapa hari sebelumnya . bisa bersampan dengan orang yang kita sayang .",positive
"beberapa kali mengunjungi mal ini , kesan nya mal ini membingungkan dan mahal . petunjuk di dalam mal juga kurang , dan jalur nya terlalu banyak . barang-barang bermerek bisa ditemukan di sini , dengan harga yang sesuai dengan brand nya . untuk kuliner nya juga termasuk mahal , dan variasi nya kurang banyak . tapi bolehlah kalau cuma untuk berjalan-jalan .",negative
"semoga selalu setia menemani rakyat indonesia dari sabang - merauke , dari kota sampai pelosok desa .",neutral
copot dari keanggotaan polisi saja . daripada jadi perusak nama baik korp .,negative
tempat makan bubur yang enak untuk sara pun dan sudah langganan dari lama . kalau pagi kadang suka penuh dan tidak jarang beberapa kali kehabisan . pokok nya enak deh,positive
"dulu kaum babi menyebut ketua komnas ham , natalius pigai sebagai monyet manusia hitam gara-gara membela habib rizieq , nah sekarang ketika komnas menyerang fahri hamzah , kaum babi malah muji-muji komnas ham . dasar penjilat .",negative
"di restoran ini makanan yang disediakan banyak sekali dan harga cukup terjangkau , suasana yang enak dan nyaman",positive
"baso ceker braga menu wajib untuk dicoba . buka malam hari , harga terjangkau . sangat cocok untuk menemani malam menikmati jalan braga .",positive
"tiket pdip untuk cagub jateng ditunda , ganjar : itu cuma teknis kok",neutral
"allah meridhoi pemimpin yang adil , amanah , komunikatif dan berilmu sert siap mewakafkan diri nya tuk jatim , yang terbukti berani membela yang benar tanpa rasa takut sedikitpun",neutral
ganjar tak ingin ambil pusing walaupun banyak jagoan pdip keok di pilkada 2018 .,neutral
betapa bahagia nya diri ini saat unboxing paket dan barang nya bagus ! menetapkan beli lagi !,positive
"tersedia berbagai macam jajanan pasar tradisional dan juga masakan indonesia yang beragam , terletak di dalam kawasan cihampelas walk",positive
"tiba-tiba teringat ingin makan cah kangkung di bandung , saya googling dan mendapatkan restoran ini . setelah bermacet - macetan di jam pulang kantor , kami tiba di ujung jalan kebon kawung . restoran nya sederhana saja , tanpa ac . ketika melihat daftar makanan dan harga nya , saya langsung kaget juga . cah kangkung special dengan daging sapi dan telur puyuh dihargai rp . 90.000 , - wow mahal sekali .",negative
"dengan belanja di bisa dapatkan produk nya , juga perlengkapan masak nya .",neutral
"pertama coba dan langsung suka ! waktu itu pesan bakmi komplet . enak banget . mie nya kenyal . tidak terlalu kecil , tidak terlalu besar . porsi nya besar , daging nya juga banyak , ada jamur nya juga . harga terjangkau sesuai porsi .",positive
"dan di saat kesabaran diuji cek begini , indomie tiba-tiba melintas dalam pikiran .",neutral
saya sebagai warga jakarta malu kang sama oknum yang tidak bertanggung jawab yang mau sweeping bobotoh,negative
jadi imam untuk pencitraan percuma . apalagi untuk publikasi . maaf banget . muak gua,negative
axa mandiri merupakan perusahaan joint venture axa dan bank mandiri sehingga jalur distribusi nya melalui bank mandiri .,neutral
orang tidak suka seafood itu keturunan orang miskin tidak terbiasa makan makanan mahal .,negative
"saya melakakukan reservasi untuk malam tahun baru , dan minimal open table daerah a 990.000 termasuk tax . saya suka pelayanan di sini sangat cepat dan ramah . tempat nya enak dan dapat melihat citylight dari kejauhan . untuk soup mushroom , mushroom nya kurang terasa . tenderloin nya terlalu banyak bumbu garem nya jadi asin banget . triple chocolate cabe nya enak rasanya tidak terlalu manis , pas di mulut . secara keseluruhan baik saya suka dan puas .",positive
prognosis kerawanan pemilu 2019 dapat ditelusuri berdasarkan ipc pada pemilu 2014 yaitu diidentifikasi 14 kerawanan pemilu .,neutral
di sini banyak pilihan makanan . mau lesehan atau tidak pun bisa milih . sambal bisa pilih sesuka hati nya dan ambil sebanyak-banyaknya . pelayanan memuaskan . bisa prasmanan ataupun pesan tergantung menu nya .,positive
"peran politik gaek tua menjadi king maker . bisa jadi pak . seperti say , handphone , ht bahan prabowo pun calon presiden 2019 muda . seperti tsb , ahy , prediksi calon presiden gaek tua seperti jokowi dan prabowo entahlah tunggu pasar politik dan nuansa partai bergejolak 2018 politik makin memanas",neutral
"kalau djarum memang agak tidak kuat , dia baru kerasa tidak bagus nya pas akhir bakaran",negative
"saya ke sini malam dengan suami , kami memesan sop ikan , rasanya enak banget , perpadua semua bumbu pas , pas datang juga sop nya masih panas , cocok di makan saat udara dingin , saya sampai menambah 1 porsi lagi untuk sop ikan ini desain restoran nya juga oke banget .",positive
prabowo kan punya pasukan orang stres banyak sekali mungkin dia sendiri mau bukan indonesia hancur,negative
jangan ragu untuk mengatakan agama kristen adalah anjing . sebab hal itu tertulis di bibel dan itu malah dikatakan oleh yesus sendiri .,negative
"lu ada masalah apa sih sama orang arab ? rasis benar ya lu ? dari kemarin-kemarin gue tidak pernah bahas agama , ras , suku atau bangsa lho ya ? idiot .",negative
si pesek lagi mengompol kali . muka dengan pantat tidak ada beda nya,negative
"lokasi strategis di jalan sumatera bandung . tempat nya nyaman terutama sofa di lantai 2 . paella nya enak , sangat pas dimakan dengan minum bir dingin . appetiser nya juga enak-enak .",positive
": untuk mitigasi risiko likuiditas , kami sarankan dana yang diinvestasikan pada adalah dana idle selama periode investasi",neutral
lazada puasale at app lazada ! diskon rp 100.000 dengan minimum transaksi rp1juta dan cicilan 0 % hingga 12 bulan dengan kartu kredit .,neutral
makanan nya enak dan variasi makanan lumayan banyak . buka sampai malam dan cocok untuk yang cari makanan di malam hari,positive
iya itu yang bikin saya kesal . ini bukan kesalahan sang pelamar tapi jelas 100 % kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi . nyesek saya itu walaupun ini kasus teman saya yang di lampung . sayang saja pemerintah sendiri tidak tahu lulusan untuk posisi nya sendiri,negative
"menurut saya black-black keren , bisa dipakai buat olahraga dan aktifitas lainnya , mantap !",positive
tempat dengan pemandangan menarik dan nyaman untuk anak-anak maupun orang tua . pilihan makanan lumayan banyak . tempat bermain anak juga ada . sayang ketika ke sana sedang ada pembangunan arena bermain anak .,positive
mj toko surabaya lantai 1 blok h3 no. 52 mengucapkan selamat tahun baru 2018,neutral
pahri oh pahri lu sama saja kayak trio kwek kwek noh temen lu si sn sama fz muka batu bata urat malu sudah putus,negative
dalam akun mycare saya yang terblokir tersebut sudah saya tambahkan nomer im3 saya yang baru,neutral
pasang pabx panasonic di cisauk rumpin gunung sindur puspitek muncul parung prumpung ciseeng bsd,neutral
menyalahi konstitusi mana ada di dpr fraksi independent ? itu hanya akal-akalan fahri hamzah takut jadi pengangguran,negative
suasana alam dan pemandangan yang menawan . makan makanan sunda di dalam saung tertutup di pinggir danau dengan pemandangan langsung ke gunung dan udara yang sejuk sungguh suatu pengalaman yang menyenangkan .,positive
"semua makanan minuman nya enak , lengkap dengan sayur . ada yang paket hemat di bawah 20 ribu untuk ayam potong sampai 30 ribuan untuk yang bebek / ayam kampung . rasa rumahan . enak sambil lihat kendaraan berlalu .",positive
"sebut saja contoh nya irwan , karyawan cabang sorong . kerja tidak becus , pelayanan terhadap badan usah buruk , perilaku terhadap sesama karyawan kasar , serta memandang rendah pegawai tidak tetap di kantor tsb.",negative
"3x kali kita ditelpon untuk proses mengikuti naik klaim nya , dan tinggal 18 / 05 / 2017 info akan ditransfer penggantian nya",neutral
"tolong ya minimal , demi kemudahan nasabah agar di dalam stasiun tigaraksa diberikan mesin atm beserta iklan bank bni",neutral
"tempat nya menarik , dengan konsep yang sangat pabrik . sayang nya hampir seluruh menu nya non halal .",neutral
"kok bisa si tolol ini jadi pemimpin , diketawain moderator kata nya ada oke oce eh malah orang disuruh jadi tukang becak ? dasar si anus buswetan",negative
aduh pak tak usah kau marah-marah tak jelas begitu . kalau sudah mau diperiksa ya relakan saja . tak usah bicara sana - sini seperti orang tak bersalah .,negative
"tidak jadi masalah . wong pendukung say juga koruptor semua , sudah berapa orang kader demokrat yang sudah di jebloskan ke kebun binatang .",negative
masakan average tetapi lokasi amat cantik . air terjun kotor pollution . makanan lambat sampai dan mahal .,positive
saya kirim motor nomor resi 2936631580001 tapi motor seperti ada bekas gosong dan spion nya tidak ada,neutral
"kasihan sekali kamu bos , siapa lagi yang mau dengar nyinyiran yang tidak bermutu , lebih baik diam saja . nikmati mpp saja . oke",negative
"dengan membeli morinaga chil kid dan chil school senilai rp 500 . 000 , bunda akan mendapatkan voucher gopay rp 50 . 000 .",neutral
